test_correct,test_loss,train_loss
0.19405463754878352,2.287801169066258,2.2226552796363834
0.23914307066345594,2.304728874086809,2.094147121906281
0.29319936892800796,2.2807254932216363,2.1003546500205994
0.3138752802457859,2.2157881693280554,2.1572552919387813
0.3352985136593872,2.1395809278430353,2.001464493274688
0.3617038943784771,2.0658089773090516,1.8495463919639583
0.38669766669434524,1.9921940993027345,1.8385453367233278
0.4043012538404052,1.9430384747977867,1.806892538070679
0.4123557253176119,1.8716910017850261,1.6296058201789854
0.43078967034791993,1.7829937616931257,1.7380490469932557
0.444822718591713,1.758644249711848,1.5827182018756867
0.4713111350992278,1.6120483055073567,1.513445576429367
0.4811923939217803,1.589237765874675,1.4406826710700988
0.48758614963049074,1.5547999234964887,1.4674984139204024
0.5029477704890808,1.5063561754132448,1.421480474472046
0.5185584987129452,1.453602861865141,1.302555468082428
0.5321763680146143,1.4187412209698085,1.2954991328716279
0.5521879930249938,1.358287109030369,1.2589229178428647
0.5540147803703396,1.3448242701278872,1.221443153619766
0.5586647845221291,1.305091470517085,1.2594898545742035
0.5695424728057793,1.2712635177121965,1.1537449586391448
0.5777630158598356,1.256886397585623,1.1648690199851988
0.578427302167234,1.2449343582428265,1.1455104482173921
0.5897201693930084,1.2259644536315568,1.1389727866649626
0.6010960724072075,1.1907401830465267,1.1667417478561402
0.6025076808104293,1.1901408954681496,1.0473521256446836
0.6198621605912148,1.131147261425317,1.0669714301824569
0.6207755542638878,1.117845305629934,1.044994238615036
0.6318193141243876,1.0937214616742095,1.0404331624507903
0.6392925350826206,1.0876984821545428,1.0184498125314714
0.6453541476376318,1.0680750231009173,1.0006191283464432
0.6458523623681807,1.0611499430659521,0.9318855047225952
0.648343436020925,1.0573956559962097,1.0131789553165436
0.6486755791746243,1.0517868143987747,0.9129134351015091
0.665033629494312,0.9900429990217752,0.9198867559432984
0.6681889894544548,0.9860639878605367,0.9791305315494538
0.6684380968197293,1.0085508920995339,0.8826589763164521
0.6661130947438346,0.9980136368011979,0.9586131238937377
0.6714273852030225,0.960541679941716,0.8460329872369765
0.6697666694345262,0.9626572379378556,0.8892658254504202
0.6712613136261729,0.9584200570108803,0.9121973431110382
0.6786514987959811,0.9417397984434459,0.8613166290521622
0.6817238229676991,0.9325030788594897,0.845579394698143
0.6885327576185336,0.9280024475209154,0.862925153374672
0.6916050817902516,0.9091697494264834,0.817594092488289
0.6946774059619696,0.9038267519687246,0.8301296973228455
0.6969193722494396,0.8982757059015092,0.8628171592950821
0.7013202690359545,0.878812394446633,0.7373104667663574
0.7071327742256913,0.8664136131291056,0.8001463812589644
0.7009050900938304,0.8836606127137037,0.7492127990722657
0.706800631071992,0.873468283115011,0.7650385546684266
0.7058042016108943,0.8757609221900231,0.827721673846245
0.7083783110520634,0.8600133213105614,0.7850629949569703
0.7170140330482438,0.8503014150275985,0.6391124135255815
0.7219961803537325,0.8355152787713229,0.7251891827583312
0.7200863572199618,0.8510112486873108,0.7244135850667953
0.7254836834675745,0.8244252647166136,0.7140468239784241
0.7351158349248527,0.7939134026191406,0.6618870076537131
0.7301336876193639,0.8131215059805736,0.7144130825996399
0.7327077970605331,0.8054584442039844,0.6716841468214988
0.7406792327493149,0.7751934701181038,0.6644754764437675
0.7456613800548036,0.7616060287524999,0.6801596039533615
0.7421738769409616,0.7660254741599966,0.6326681637763978
0.7463256663622021,0.7659021371386727,0.7468391853570938
0.7508926347255667,0.7488342267101136,0.6301782289147377
0.7498131694760442,0.7559810116729951,0.7498753297328948
0.7473220958232999,0.7569104507992377,0.7253313595056535
0.7413435190567135,0.7630318725048718,0.5773849627375603
0.745910487420078,0.7443049317685946,0.5924365228414535
0.7441667358631571,0.7456960656719529,0.6200801473855972
0.7471560242464502,0.7344458980001227,0.6244612747430802
0.7501453126297434,0.7353947902452329,0.5690311098098755
0.7525533504940629,0.7330869541486553,0.5813184350728988
0.7547953167815329,0.728886812022088,0.5630242937803268
0.7565390683384539,0.7268508838912354,0.5682196295261384
0.7572863904342771,0.7159775389712741,0.578126867339015
0.7585319272606493,0.7112726404610874,0.526669285595417
0.7587810346259237,0.7200420450592104,0.5312701645493507
0.7589471062027734,0.718989655354446,0.567582696378231
0.7640953250851117,0.7076697653238534,0.570804914832115
0.7706551523706717,0.6898763958009921,0.5865124596655369
0.7681640787179275,0.6955209643522252,0.5602791774272918
0.772731047081292,0.6891586600194923,0.4811378732323647
0.7701569376401229,0.6923133004674837,0.5574958068132401
0.7721497965623184,0.689274630712471,0.5555073593556881
0.7779623017520552,0.674517574831367,0.503933829665184
0.7791248027900025,0.6667791674781121,0.4543206879496574
0.7778792659636303,0.6675254224216405,0.49241733878850946
0.7749730133687619,0.667604085783977,0.5002499052882194
0.7743087270613634,0.6772994301420683,0.5044636324048042
0.7774640870215063,0.6674927402095008,0.4853291457891465
0.7781283733289047,0.6636541208674086,0.4596653541922569
0.77804533754048,0.6669721059364446,0.4642337636649609
0.7775471228099311,0.66130685271748,0.44104504525661464
0.7800381964626754,0.6582856501771159,0.47461294502019885
0.7852694511334385,0.6439640842125106,0.46787714093923566
0.7868471311135099,0.6473211514774593,0.4383667193353176
0.784189985883916,0.653016598391135,0.46848990261554724
0.7877605247861829,0.6405624718124819,0.44806632459163664
0.792078385784273,0.6379757850835126,0.46192438721656803
